uc_seq,name,gugun,lat,lng,site,title,subtitle,address1,address2,homepage_u,usage_day,rprsntv_me,main_img_n,main_img_t,itemcntnts,WKT
"1521","박해윤 통영 해물밥상","동래구","35.191082","129.10825","박해윤 통영 해물밥상","박해윤 통영 해물밥상","-","동래구 연안로 38","-","-","11:00-15:00 / 16:00-22:00","해물밥상, 보리굴비밥상","https://www.visitbusan.net/uploadImgs/files/cntnts/20230607115106313_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230607115106313_thumbL","통영에서 수급한 신선한 해산물을 사용하는 한정식전문점으로,정갈한 음식과 넓은 주차장, 잘 꾸며진 쾌적한 실내를 갖추고 있어돌잔치, 상견례 등의 행사로도 많이 찾는 곳이다","POINT (129.10825 35.191082)"
"1522","원조꼬리곰집","동래구","35.216038","129.08095","원조꼬리곰집","원조꼬리곰집","-","동래구 온천장로 52","-","-","08:30-21:30","한우 꼬리수육, 꼬리탕","https://www.visitbusan.net/uploadImgs/files/cntnts/20230607130818310_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230607130818310_thumbL","1980년에 개업하여 오랜 시간 사랑받고 있는 곳으로,껍데기를 보존하여 요리하는 특별한 방식으로 더 부드러운 육질을 자랑한다.기본에 충실하게 많은 양의 고기를 오랜 시간 삶는 것이 비법이","POINT (129.08095 35.216038)"
"1523","삼락하동재첩국","사상구","35.19344","128.98584","삼락하동재첩국","삼락하동재첩국","-","사상구 낙동대로1518번길 33","-","-","05:00-21:30","재첩국 정식, 재접회","https://www.visitbusan.net/uploadImgs/files/cntnts/20230607143734466_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230607143734466_thumbL","재첩국 전문 식당이 모여 있는 이 지역에서도 인기 있는 재첩국 전문점으로,섬진강의 국산 재첩만을 사용하여, 소금물에 담가 해감을 하고, 수 차례 깨끗이 씻은 다음 끓인 국물은 간과 위의 �","POINT (128.98584 35.19344)"
"1524","하기연진주냉면","사하구","35.102787","128.9677","하기연진주냉면","하기연진주냉면","-","사하구 괴정로 32","-","-","10:30-20:30","물비빔냉면, 소육전","https://www.visitbusan.net/uploadImgs/files/cntnts/20230607144612622_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230607144612622_thumbL","멸치, 바지락, 다시마가 들어간 해물육수를 사용하고 고명으로 육전이 올라가는 진주냉면은 보기 힘든 음식 중 하나로 그만큼 전수받은 사람이 드물다고 한다.이곳은 제주도산 흑메밀만 사용�","POINT (128.9677 35.102787)"
"1525","장안집","중구","35.369785","129.24432","장안집","장안집","-","기장군 장안읍 장안로 365","-","-","11:00-20:30","오리불고기, 오리백숙","https://www.visitbusan.net/uploadImgs/files/cntnts/20230607150107037_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230607150107037_thumbL","바로 옆에는 계곡이 있고 인근에는 유명사찰인 장안사가 있는 한옥형태의 넓은 식당.넓은 주차장과 개별 룸들이 있어 가족, 단체로 식사하러 가기 좋은 곳이다.오리백숙으로 유명한 곳이기도","POINT (129.24432 35.369785)"
"1526","이가네 칼국수","사상구","35.163177","128.97974","이가네 칼국수","이가네 칼국수","-","사상구 광장로 27","-","-","11:00-21:00","손칼국수, 왕만두","https://www.visitbusan.net/uploadImgs/files/cntnts/20230607152613580_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230607152613580_thumbL","사상시외버스터미널 인근은 맛있는 식당들이 모여 있기로 유명한데, 이곳 역시 그 유명한 식당 중 한 곳이다. 해물이 가득한 칼국수와 100% 수제로 만드는 만두, 그리고 밀면까지무엇을 주문하�","POINT (128.97974 35.163177)"
"1527","이가네 떡볶이","중구","35.10156","129.02602","이가네 떡볶이","이가네 떡볶이","-","중구 부평1길 48","-","-","10:00-재료소진","떡볶이 1인분, 떡튀 1인분","https://www.visitbusan.net/uploadImgs/files/cntnts/20230607153356051_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230607153356051_thumbL","유명 TV쇼에 출연하여 더욱 명성이 높아진 곳으로 전국적으로 많이 알려져 있어부산 원도심관광의 필수코스 중 하나로 꼽히는 가게이기도 하다.언제나 사람들로 북적이는 인기 가게이다.","POINT (129.02602 35.10156)"
"1528","우성삼계탕","수영구","35.16719","129.11409","우성삼계탕","우성삼계탕","-","수영구 광서로10번길 68","-","-","11:00-20:00","삼계탕, 똥집 추가","https://www.visitbusan.net/uploadImgs/files/cntnts/20230607154228087_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230607154228087_thumbL","40여 년을 삼계탕만 만들어 온 전통 있는 삼계탕전문점으로, 마늘 향이 진하게 느껴지는 국물이특징이다. 오랜 시간 단일메뉴로 운영된 곳답게 항상 많은 손님들로 북적이고 있으며,기본으로 �","POINT (129.11409 35.16719)"
"1529","몽뜰","동래구","35.210857","129.07614","몽뜰","몽뜰","-","동래구 중앙대로 1381번길 33","-","-","11:30-22:20","육회 비빔밥, 차돌 된장찌개","https://www.visitbusan.net/uploadImgs/files/cntnts/20230607170054185_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230607170054185_thumbL","한우구이 전문식당으로 육회비빔밥과 차돌 된장찌개를 찾는 고객이 많은 곳이다.육회비빔밥 양념장은 고추장이 아니라 직접 만든 비법양념장으로 더 깔끔한 맛이 특징이며차돌 된장찌개가 �","POINT (129.07614 35.210857)"
"1530","조광심민속왕순대","동래구","35.20074","129.09787","조광심민속왕순대","조광심민속왕순대","-","동래구 반송로 223","-","-","04:00-21:00","막창 피순대, 술국","https://www.visitbusan.net/uploadImgs/files/cntnts/20230607171334662_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230607171334662_thumbL","선지와 막창으로 만든 피순대는 냉동을 할 수 없어 즉석에서 수작업으로 만들고,모든 메뉴는 국산 재료를 사용한다.월요일 휴무에는 자비로 무료 급식을 운영하는 이곳은 유난히 단골들이 많�","POINT (129.09787 35.20074)"
"1531","할매집회국수","중구","35.09885","129.03146","할매집회국수","할매집회국수","-","중구 남포길 25-3","-","-","10:00-19:00","회비빔국수, 회비빔밥","https://www.visitbusan.net/uploadImgs/files/cntnts/20230607172049141_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230607172049141_thumbL","70여 년을 운영하고 있는 유명한 식당으로, 부산의 원도심을 대표하는 식당 중 한 곳이다.특유의 매운맛과 가오리회가 고명인 회국수가 대표메뉴로이곳의 맛을 잊지 못해 타지역에서도 꾸준히","POINT (129.03146 35.09885)"
"1532","가미가식당","중구","35.099144","129.03244","가미가식당","가미가식당","-","중구 광복로67번길 11","-","-","11:00-22:00","갈치 구이, 갈치/병어 조림","https://www.visitbusan.net/uploadImgs/files/cntnts/20230607172906532_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230607172906532_thumbL","2008년 개업하여 꾸준히 단골손님을 늘려가고 있는 생선전문식당으로,국산 재료만 사용하여 만드는 생선요리와 푸짐한 반찬들은 집밥처럼 깔끔하다.낮 시간은 항상 손님들이 가득하니 전화 예","POINT (129.03244 35.099144)"
"1533","나탄약선요리","부산진구","35.18711","129.04843","나탄약선요리","나탄약선요리","-","부산진구 성지곡로 51번길 4","-","-","11:30?15:00 / 17:00-21:30","아름다울“나”, 너그러울“탄”","https://www.visitbusan.net/uploadImgs/files/cntnts/20230607174417582_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230607174417582_thumbL","한국전통요리를 기반으로 일체의 화학조미료를 배제하여 재료 본연의 맛을 살리고첨가되는 약재로 식사 내내 배려받는 느낌을 주는 기분좋은 곳이다.","POINT (129.04843 35.18711)"
"1534","부다면옥","해운대구","35.162384","129.16298","부다면옥","부다면옥","-","해운대구 중동1로 36 2층","-","-","11:00-20:00","순 메밀 냉면, 맛보기 한우 수육","https://www.visitbusan.net/uploadImgs/files/cntnts/20230608135304631_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230608135304631_thumbL","평양냉면을 전문으로 하는 이곳은, 깔끔하고 시원한 목 넘김을 위해 한우 사태 및 여러 야채들을 주재료로 하여, 모든 육수 통을 따로 끓이고 식히는 전통 방식으로 육수를 만든다. 사진으로는","POINT (129.16298 35.162384)"
"1535","본 고갈비","동래구","35.20054","129.08878","본 고갈비","본 고갈비","-","동래구 충렬대로 272번길 2","-","-","08:00-21:30","고갈비, 한우 불고기","https://www.visitbusan.net/uploadImgs/files/cntnts/20230608140120811_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230608140120811_thumbL","500도 화덕에서 구운 고등어화덕구이가 이곳의 대표메뉴로 바삭하게 잘 굽혀진 고등어는 촉촉한 식감을 자랑한다.함께 제공되는 반찬은 가짓수도 많고 셀프코너에서 리필할 수 있어 인기 높은","POINT (129.08878 35.20054)"
"1536","88돼지갈비","동구","35.128063","129.04562","88돼지갈비","88돼지갈비","-","동구 고관로 101-1","-","-","11:00-22:00","양념돼지목살","https://www.visitbusan.net/uploadImgs/files/cntnts/20230608143032820_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230608143032820_thumbL","숙련된 솜씨로 구워주는 고기의 맛을 표현할 만한 방법이 떠오르지 않는다.입구부터 투박하고 오래된 흔적을 풍기는 이곳은, 40여 년을 운영해온 양념구이전문점으로이른바 현지인의 단골가�","POINT (129.04562 35.128063)"
"1537","돌솥밥집","중구","35.099976","129.02908","돌솥밥집","돌솥밥집","-","중구 광복로 37번길 7-1","-","-","11:00-15:30 / 16:10-19:00","순두부찌개 돌솥비빔밥, 된장찌개 돌솥비빔밥","https://www.visitbusan.net/uploadImgs/files/cntnts/20230608144815779_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230608144815779_thumbL","뜨거운 돌솥에 나온 밥을 나물이 들어있는 비빔그릇에 담아 비빔밥을 만들어 먹기도 하고함께 나온 된장찌개나 순두부찌개와 먹기도 한다.40여 년을 운영하고 있는 이곳은 많은 설명을 필요로","POINT (129.02908 35.099976)"
"1538","맹여사육전육회","사상구","35.165836","128.9835","맹여사육전육회","맹여사육전육회","-","사상구 광장로81번길 79 2층","-","-","16:00-02:00","육회, 육전","https://www.visitbusan.net/uploadImgs/files/cntnts/20230608150916484_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230608150916484_thumbL","그냥 먹어도 맛있는 육전과 육회는 다양한 방법으로 먹을 수 있어 질리지가 않는다.육전이 식지 않게 조금씩 구워서 제공하는 세심함은 왜 이곳이 많은 사람들에게 사랑받는지 알 수 있게 되�","POINT (128.9835 35.165836)"
