uc_seq,name,gugun,lat,lng,site,title,subtitle,address1,address2,homepage_u,usage_day,rprsntv_me,main_img_n,main_img_t,itemcntnts,WKT
"70","만드리곤드레밥","강서구","35.177387","128.95245","만드리곤드레밥","만드리곤드레밥","-","강서구 공항앞길 85번길 13","-","-","11:00-21:00","돌솥곤드레정식, 단호박오리훈제","https://www.visitbusan.net/uploadImgs/files/cntnts/20191209162810545_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20191209162810545_thumbL","곤드레밥에는 일반적으로 건조 곤드레나물이 사용되는데,이곳은 생 곤드레나물을 사용하여 돌솥밥을 만든다.된장찌개와 함께 열 가지가 넘는 반찬이 제공되는 돌솥곤드레정식이 인기있다","POINT (128.95245 35.177387)"
"72","만호갈미샤브샤브","강서구","35.101425","128.92914","만호갈미샤브샤브","만호갈미샤브샤브","-","강서구 르노삼성대로 602","-","-","11:00-21:00","갈미샤브샤브, 갈미조개삼겹살","https://www.visitbusan.net/uploadImgs/files/cntnts/20230525144042660_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230525144042660_thumbL","샤브샤브, 수육, 구이 등 다양한 방식으로 갈미조개를 요리하는 갈미조개 전문 식당. 국물이 맛있기로 유명한 이곳은 갈미샤브샤브와 갈미수육이 대표메뉴이다.","POINT (128.92914 35.101425)"
"77","민물가든","강서구","35.16055","128.89468","-","민물가든","민물가든","강서구 둔치중앙길5(봉림동)","-","https://blog.naver.com/rladba1","11:00a.m. ~ 21:00p.m.(break time 15:00~17:00)","묵은지붕어조림, 붕어찜","https://www.visitbusan.net/uploadImgs/files/cntnts/20191217101816206_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20191217101816206_thumbL","30년간 운영해온 생선찜전문점으로, 전통방식인 나무통을 사용하여 조리하는 것이 특징이다. 20가지 이상의 재료로 만든 양념을 사용하는 이 곳은 묵은지 붕어조림과 붕어찜이 대표메뉴이다.","POINT (128.89468 35.16055)"
"83","부흥식당","영도구","35.085815","129.04071","부흥식당","부흥식당","-","영도구 절영로 104","-","-","11:00-21:00","자리돔회, 자리돔물회","https://www.visitbusan.net/uploadImgs/files/cntnts/20191217113924538_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20191217113924538_thumbL","영도의 유명한 제주 자리돔전문점으로 싱싱한 자리돔과 직접 만든 양념장의 맛이 무척 잘 어울린다.당일 판매 할 수 있는 한정된 양만 판매하고 있는 이곳은 제주갈치 요리로도 유명하다.","POINT (129.04071 35.085815)"
"87","사미헌","부산진구","35.159008","129.05666","사미헌","사미헌",,"부산진구 서면문화로 19","-","http://samihunmall.com/","1:00-21:30","갈비탕, 명장세트","https://www.visitbusan.net/uploadImgs/files/cntnts/20230603145950229_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230603145950229_thumbL","유명한 한우전문점으로 국내 외 유명정상들이 방문했던 곳이기도 한 이 곳은숙련된 한우 명장이 꼼꼼하고 정직하게 준비한 수준 높은 한우를 만날 수 있다 .개별 룸이 잘 갖춰져 있어 각종 연�","POINT (129.05666 35.159008)"
"92","원조할매집","부산진구","35.142147","129.06017","원조할매낙지","원조할매낙지","-","부산진구 골드테마길 10","-","-","10:00-21:30","낙곱새(낙지/곱창/새우볶음), 각종 사리","https://www.visitbusan.net/uploadImgs/files/cntnts/20230601152147360_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230601152147360_thumbL","1968년부터 운영 중인 이곳을 소개하는 것은 딱 한마디면 충분하다.부산의 향토음식인 ‘조방낙지’가 시작된 곳. 더 이상 무슨 설명이 필요 하겠는가","POINT (129.06017 35.142147)"
"94","가야할매밀면","연제구","35.185196","129.07988","가야할매밀면","가야할매밀면","가야할매밀면","부산 연제구 월드컵대로 145번길 32","-","-","11:00a.m. ~ 20:00p.m.","물 밀면, 비빔밀면","https://www.visitbusan.net/uploadImgs/files/cntnts/20191217201857896_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20191217201857896_thumbL","유명한 밀면전문점으로, 밀가루에 옥수수 전분을 섞어, 다른 밀면전문점들보다 더 탄력있는 면이 특징이다. 육수는 돼지뼈와 소뼈에 각종 야채와 여러 한약재를 섞어 만들고, 사이드 메뉴인 �","POINT (129.07988 35.185196)"
"95","국제밀면본점","연제구","35.19689","129.07785","국제밀면본점","국제밀면본점","-","연제구 중앙대로1235번길 23-6","-","-","10:00-21:00","물밀면, 비빔밀면","https://www.visitbusan.net/uploadImgs/files/cntnts/20230605164357186_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230605164357186_thumbL","밀면전문점 중에서도 특히 맛으로 소문난 이곳은소 사골만을 사용한 육수 등 독창적인 방식의 밀면을 만들고 있다. 보통 기계로 잘려진 편육이 고명으로 올려지는데, 이곳은 손으로 일일이 얇","POINT (129.07785 35.19689)"
"102","가야밀면","중구","35.098934","129.03122","가야밀면","가야밀면","-","중구 광복로 56-14","-","-","10:00-21:00","밀면, 비빔밀면","https://www.visitbusan.net/uploadImgs/files/cntnts/20230605153300303_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230605153300303_thumbL","깔끔한 맛의 육수가 인상적인 40년 전통의 밀면 전문점으로, 식사시간에는 항상 긴 줄이 늘어서 있지만 140석을 갖춘 넓은 매장으로 인해 웨이팅 시간은 짧은 편. 항상 청결하게 관리되고 있는 �","POINT (129.03122 35.098934)"
"107","김해식당","중구","35.09748","129.02994","김해식당","김해식당","-","중구 자갈치로 51-2","-","-","09:30-21:00","생아구수육, 아구찜","https://www.visitbusan.net/uploadImgs/files/cntnts/20230525160402713_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230525160402713_thumbL","TV프로그램에도 자주 소개되는 유명한 아귀요리전문점으로1980년부터 생 아귀를 이용한 음식들을 만들고 있다.푸짐하고 신선한 아귀와 아귀 특수부위를 함께 먹을 수 있으며 외국인들도 즐겨 �","POINT (129.02994 35.09748)"
"109","물꽁식당","중구","35.104504","129.0244","물꽁식당","물꽁식당","-","중구 흑교로59번길 3","-","-","10:00-22:00","아구찜, 아구수육","https://www.visitbusan.net/uploadImgs/files/cntnts/20230525151631604_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230525151631604_thumbL","60년째 3대를 이어 운영해온 전통 있는 아귀요리전문점으로 신선한 아귀를 사용해 아구찜, 수육, 탕을 만든다. 자극적이지 않은 담백한 맛의 아구찜이 대표메뉴로 오래되었지만 청결한 가게가","POINT (129.0244 35.104504)"
"112","부산명물횟집","중구","35.09714","129.0312","부산명물횟집","부산명물횟집","-","중구 자갈치해안로 55","-","-","10:30-15:30 / 16:30-21:30","회 백밥, 생선회(돔, 광어)","https://www.visitbusan.net/uploadImgs/files/cntnts/20230601142624554_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230601142624554_thumbL","1946년부터 운영해 온 무척 유명한 횟집으로 여러 유명인사들의 단골집이기도 하다.광어회 한 접시에 고기뼈를 푹 고아서 만든 진하고 담백한 맑은 국과 여섯 가지 밑반찬이 나오는 회정식이 �","POINT (129.0312 35.09714)"
"122","원조한양족발","중구","35.099903","129.02715","-","오랜 시간 부산의 역사와 함께해온 족발","원조한양족발","부산 중구 광복로 13","-","-","10:00a.m. ~ 01:00a.m.","족발, 냉채족발","https://www.visitbusan.net/uploadImgs/files/cntnts/20191218102958937_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20191218102958937_thumbL","35년 간 국내산 돼지 족을 사용하여 족발을 만들고 있는 유명한 족발전문점으로, 하루 2번 매장에서 삶은 신선하고 싱싱한 족발 맛으로 유명하다. 고기를 얇게 썰어 맛과 식감을 살린 족발과 냉","POINT (129.02715 35.099903)"
"124","이재모피자","중구","35.102104","129.0306","이재모피자","이재모피자","-","중구 광복중앙로 31","-","-","11:00-21:30","치즈크러스트피자, 오븐스파게티","https://www.visitbusan.net/uploadImgs/files/cntnts/20230607111545199_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230607111545199_thumbL","30여년을 운영 중인 피자전문점으로 부산에서 피자가 대중화된 시기를 생각하면 상당한 전통을 자랑하는 유명한 곳이다. 국내산 임실치즈를 사용한 푸짐한 토핑의 피자가 특징이며, 변함없는","POINT (129.0306 35.102104)"
"127","모모스커피","금정구","35.21928","129.08643","모모스커피","모모스커피","-","금정구 오시게로 20(부곡동)","-","http://www.momos.co.kr/","08:00-18:00","오늘의 핸드드립, 아메리카노 쇼콜라","https://www.visitbusan.net/uploadImgs/files/cntnts/20230601213643019_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230601213643019_thumbL","2019월드 바리스타 챔피언십(WBC) 우승자가 있는 이 곳은카페의 도시 부산에서도 가장 유명한 카페 중 하나인 모모스커피 .고급 원두를 직접 로스팅하여 커피를 준비하며, 커피에 대한 애정이 가","POINT (129.08643 35.21928)"
"130","배비장보쌈","금정구","35.245174","129.09143","배비장보쌈","배비장보쌈","-","금정구 금정로 239","-","-","11:30-22:00","배비장보쌈, 모듬보쌈","https://www.visitbusan.net/uploadImgs/files/cntnts/20230608145054469_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230608145054469_thumbL","30여 년 운영해 온 부산에서 유명한 보쌈 식당 중 하나로, 보쌈김치와 무채를 매일 직접 담근다.반찬으로 나오는 계란찜도 인기 있는 이곳은 손님을 대접하기에도 좋은 장소다.","POINT (129.09143 35.245174)"
"138","장수장꼬리곰탕","북구","35.19576","128.99043","장수장꼬리곰탕","장수장꼬리곰탕","-","북구 사상로 581","-","-","10:30-20:30","꼬리곰탕, 한우 도가니탕","https://www.visitbusan.net/uploadImgs/files/cntnts/20230607170754019_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230607170754019_thumbL","1983년에 개업하여 40여 년을 운영해온 곳으로, 김치와 젓갈은 직접 만들어 항아리에서 숙성시킨다.뼈와 도가니는 한우, 꼬리는 호주산으로 엄선된 재료를 사용하며 변하지 않는 꾸준한 맛으로�","POINT (128.99043 35.19576)"
"141","거대갈비","해운대구","35.161617","129.16696","거대갈비","거대갈비","-","해운대구 달맞이길 22","-","-","11:30?15:00 / 17:00-21:30","등심(100g), 생갈비(100g)","https://www.visitbusan.net/uploadImgs/files/cntnts/20191219093030634_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20191219093030634_thumbL","최상등급의 고기와 최고의 원재료만을 사용한다는 한우숯불구이전문점으로,깔끔한 실내와 친절한 점원들이 인상적이다. 최상등급의 한우인만큼 가격도 높은 편이지만,직원이 고기를 구워주�","POINT (129.16696 35.161617)"
"146","금수복국 본점","해운대구","35.16243","129.1645","금수복국","금수복국","-","해운대구 중동1로 43번길23","-","-","24시간 운영","은복지리탕, 활복지리탕","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819172845727_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819172845727_thumbL","부산에서 가장 유명한 식당 중 한 곳인 46년 전통의 복어요리전문점으로, 우수한 식재를 현지에서 엄선하여 공수하고, 모든 찬류 및 장류와 김치, 양념 등을 직접 만들어 사용한다. 특히 외국인","POINT (129.1645 35.16243)"
"152","다온","해운대구","35.158123","129.14853","다온","다온","-","부산 해운대구 해운대해변로 154","-","https://www.instagram.com/daon_dining/","11:30a.m. ~ 22:00p.m.(break time 15:00~17:30) / (Last order 21:30)","다온상(1인), 송아리(1인)","https://www.visitbusan.net/uploadImgs/files/cntnts/20191219100305084_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20191219100305084_thumbL","한옥의 전통적인 모티브를 활용한 인테리어가 인상적인 한정식전문점으로, 토속적인 소품 으로 장식된 별실이 마련되어 있어 격식 있는 모임의 장소로도 많이 찾는 곳. 한약재와 제철 음식 재","POINT (129.14853 35.158123)"
"154","동백섬횟집","해운대구","35.160427","129.15468","동백섬횟집","동백섬횟집","-","해운대구 해운대해변로209번나길 17","-","-","11:30?22:00","줄가자미(이시가리) (시가)","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818125906889_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818125906889_thumbL","해운대 그랜드호텔 인근에 있는 자연산 활어회 전문 횟집으로,생선회를 주문하면 문어숙회, 멍게, 전복, 가자미구이, 새우튀김 등의 다양한 밑반찬과식사 후 매운탕 등의 요리가 함께 제공된�","POINT (129.15468 35.160427)"
"156","르꽁비브","해운대구","35.176777","129.12552","르꽁비브","르꽁비브","고급스러움을 자랑하는 프렌치 레스토랑","해운대구 센텀북대로 60 센텀아이에스타워 110호","-","-","11:50a.m. ~ 22:00p.m.(Break Time 15:00~18:00) / (Last order 21:00)","런치, 디너","https://www.visitbusan.net/uploadImgs/files/cntnts/20191219101750249_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20191219101750249_thumbL","부산의 유명베이커리인 옵스에서 런칭한 전통 프렌치 레스토랑. 프랑스인들에게 프렌치 퀴진을 가르쳐온 셰프의 전통 현지 요리법으로 사계절 제철 식재료를 사용한 다양한 프렌치코스요리�","POINT (129.12552 35.176777)"
"158","파니니브런치","사상구","35.12544","128.96982","파니니브런치","파니니브런치","-","사상구 엄궁남로 15","-","-","10:00-18:00","아메리칸브런치, 아메리카노","https://www.visitbusan.net/uploadImgs/files/cntnts/20230531123640913_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230531123640913_thumbL","주택을 개조하여 만든 예쁜 외관의 브런치카페로, 휴일과 잘 어울릴 것 같은 화사한 실내와창 너머에 보이는 화단이 인상적이다. 아메리칸 브런치, 불고기파니니, 맥앤치즈파니니, 부리또 브�","POINT (128.96982 35.12544)"
"163","문스시","해운대구","35.17031","129.16615","문스시","문스시","-","부산 해운대구 좌동순환로 43","-","-","am 11:30 ~ pm 22:0015:00~17:30 (break time)","오마카세 문 스시, 오마카세 스 스시","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818130348030_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818130348030_thumbL","TV프로그램을 통해 소개된 유명 쉐프가 운영하는 일식전문점으로, 기대를 충족하는 수준 있는 요리들과 깔끔하고 세련된 인테리어가 특징이다. 쉐프가 추천하는 음식으로 구성되는 오마카세 �","POINT (129.16615 35.17031)"
"164","할매재첩국","사상구","35.193363","128.98607","할매재첩국","할매재첩국","-","사상구 낙동대로1530번길 20-15","-","-","07:00-21:00","재첩국, 재첩회","https://www.visitbusan.net/uploadImgs/files/cntnts/20230608100341246_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230608100341246_thumbL","낙동강변 재첩요리 먹거리 타운에서 30여 년을 운영하고 있는 재첩국전문점으로, 비빔그릇에 함께 나온 된장과 재첩을 넣고 비빔밥을 만들어 재첩국과 함께 먹는 방법이 인기 있다.","POINT (128.98607 35.193363)"
"166","예이제","해운대구","35.16123","129.16664","예이제","예이제","-","부산 해운대구 해운대해변로298번길 29 해운대푸르지오시티 2층","-","-","12:00p.m. ~ 21:20p.m.15:00~17:30 (break time)","런치, 중코스","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818133818412_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818133818412_thumbL","해운대 해변인근에 위치한 한정식전문점으로, 가족모임이나 손님 대접 등으로 많이 찾는 곳이다. 주인이 직접 고른 제철 식재료와 지인이 운영하는 농장에서 키운 채소를 사용하는이 곳은 먹�","POINT (129.16664 35.16123)"
"167","합천일류돼지국밥","사상구","35.16191","128.98045","합천일류돼지국밥","합천일류돼지국밥","-","사상구 광장로 34","-","-","05:30-22:00","고기국밥, 수육백반","https://www.visitbusan.net/uploadImgs/files/cntnts/20230605170838962_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230605170838962_thumbL","맛있는 식당들이 많기로 유명한 사상시외버스터미널 근처에서도 특히 유명한 돼지국밥 전문점으로, 24시간 운영되는 이곳은, 관광객들이 많이 찾는 곳이기도 하다. 마늘다대기가 수북하게 올�","POINT (128.98045 35.16191)"
"169","원조석대추어탕","해운대구","35.2195","129.12512","원조석대추어탕","원조석대추어탕","-","부산 해운대구 반송로 571번길 5","-","-","08:30a.m. ~ 21:00p.m.","추어탕, 가오리찜","https://www.visitbusan.net/uploadImgs/files/cntnts/20191219104936271_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20191219104936271_thumbL","입구를 들어서면 가득 쌓인 장작과 아궁이에 올려 진 커다란 무쇠솥이 눈에 들어온다.유명한 추어탕전문점인 이 곳의 추어탕은, 강한 화력으로 오래 끓여 부드럽고 풍부한 맛이 특징으로, 논�","POINT (129.12512 35.2195)"
"174","웨이브온커피","기장군","35.32225","129.26979","웨이브온커피","웨이브온커피","웨이브온커피","기장군 장안읍 해맞이로 286","-","http://www.waveoncoffee.com/","10:00-24:00","월내 라떼, 브라질 캄포 알레그레 드립 커피","https://www.visitbusan.net/uploadImgs/files/cntnts/20191219110949710_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20191219110949710_thumbL","바다와 카페라는 테마를 이야기할 때 항상 거론되는 로스토리 카페로 전문 큐그레이더가직접 가져온 스페셜티 커피를 이용한 드립 커피 등 커피 베리에이션 메뉴가 전문이다 .야외에 해변을 �","POINT (129.26979 35.32225)"
"177","대티물꽁","사하구","35.10239","129.00041","대티물꽁","대티물꽁","-","사하구 낙동대로 135번안길15","-","-","11:30-21:30","아구찜, 코다리찜","https://www.visitbusan.net/uploadImgs/files/cntnts/20230525143156139_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230525143156139_thumbL","주택을 개조한 포근한 공간은 중·장년층의 향수를 자극할만한 소품들로 인테리어 되어 있다.비교적 저렴한 가격으로 푸짐한 음식들을 만날 수 있어 이 지역의 주민들에게 오랜 시간 사랑받아","POINT (129.00041 35.10239)"
"184","원조 18번 완당","서구","35.105713","129.02045","원조 18번 완당","원조 18번 완당","-","서구 구덕로 238번길 6","-","-","10:30-19:30","발국수, 완당","https://www.visitbusan.net/uploadImgs/files/cntnts/20230605135457738_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230605135457738_thumbL","1947년부터 3대를 이어 운영 중인 유명한 식당으로 1대 창업주가 일본에서 배워온 완당을 한국인의 입맛에 맞게 발전시켰다.부산 음식문화의 한 부분을 장식한 유서 깊은 식당이다.","POINT (129.02045 35.105713)"
"190","원조할매복국","해운대구","35.160915","129.17152","원조할매복국","원조할매복국","-","달맞이길62번길 1","-","-","오픈 07:00 / 마감 21:30(break time 15:00~17:00) (Last order 14:00, 20:30)","복지리, 흰밀복수육","https://www.visitbusan.net/uploadImgs/files/cntnts/20191219134018171_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20191219134018171_thumbL","‘복국촌’으로 알려진 미포 지역의 대표적인 복요리 전문점으로, 부산 향토 음식점 31곳 중하나이다. 복어를 사용한 맑은 탕인 복지리가 대표메뉴이며, 복어죽과 수육, 복불고기와 복어찜 등�","POINT (129.17152 35.160915)"
"193","젠스시","해운대구","35.170803","129.17145","젠스시","젠스시","-","해운대구 대천로42번길28-5","-","-","18:00-19:30 / 20:00-22:00","디너 1인, 콜 키지 병당","https://www.visitbusan.net/uploadImgs/files/cntnts/20230605143002609_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230605143002609_thumbL","해운대의 유명 일식전문점으로, 명인 인증서를 받은 오너 쉐프가 운영하며, 주방 분위기가 엄격하고, 위생에 무척 신경을 쓰는 것으로도 유명하다. 열 가지의 초밥과 함께 미소시루, 달걀 찜, �","POINT (129.17145 35.170803)"
"198","신창국밥","서구","35.10093","129.02254","신창국밥","신창국밥","-","서구 보수대로 53","-","-","09:00-21:00","왕순대국밥, 수육","https://www.visitbusan.net/uploadImgs/files/cntnts/20230607161936819_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230607161936819_thumbL","1969년에 국제시장 신창동에서 시작하여 신창국밥이라 이름 지어진 식당으로,맑은 국물의 돼지국밥이 시작된 곳이다.신선한 재료와 전통방식인 토렴을 고수하고, 직접 만드는 이북식 순대도 �","POINT (129.02254 35.10093)"
"200","옛날 오막집","서구","35.108913","129.0199","옛날 오막집","옛날 오막집","씹으면 씹을수록 고소한 곱창요리","서구 구덕로274번길 14","-","-","2:00-21:30","특양, 대창","https://www.visitbusan.net/uploadImgs/files/cntnts/20230603135918815_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230603135918815_thumbL","1958년부터 운영하고 있는 유명한 내장구이전문점으로 오랜 세월 사랑받고 있는 곳이다 .이곳의 내장구이는 전통만큼이나 각별한 맛을 자랑하는데 함께 제공되는장아찌와 나물들을 곁들여 먹�","POINT (129.0199 35.108913)"
"201","평안도족발","해운대구","35.161945","129.16637","평안도족발","평안도족발","-","부산 해운대구 달맞이길 14","-","-","12:00p.m. ~ 24:00a.m.","족발, 마늘족발","https://www.visitbusan.net/uploadImgs/files/cntnts/20191219141936064_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20191219141936064_thumbL","30년 넘게 한자리에서 운영해온 전통 있는 족발전문점으로, 이 지역 사람들에게 오래 사랑 받아온 곳이다. 오래된 식당답게 족발 특유의 냄새가 없는 깔끔하고 균형 잡힌 족발의 맛이 특징이며","POINT (129.16637 35.161945)"
"203","한우숯불양곱창","해운대구","35.165897","129.17079","한우숯불양곱창","한우숯불양곱창","-","부산 해운대구 해운대해변로 385","-","-","16:00p.m. ~ 22:00p.m.","특양(200g), 전골","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819165333332_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819165333332_thumbL","해운대 중동역 인근의 양곱창 전문점인 이 곳은 특히 소의 첫 번째 위인 특양 양념구이가 유명하다. 주문과 동시에 특제양념을 발라, 점원이 구워주는 이 곳의 특양 구이는 무척 부드 러우면서","POINT (129.17079 35.165897)"
"204","쌍둥이돼지국밥","남구","35.13177","129.0923","쌍둥이돼지국밥","쌍둥이돼지국밥","-","남구 유엔평화로 35-1","-","-","09:00-22:00","돼지국밥, 수육백반","https://www.visitbusan.net/uploadImgs/files/cntnts/20230607155733028_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230607155733028_thumbL","식사시간에는 길게 줄을 선 모습을 볼 수 있는 유명한 식당으로,부산의 수많은 돼지국밥전문점 중에서도 손에 꼽히는 식당 중 한 곳이다.항정살 수육으로 유명하다.","POINT (129.0923 35.13177)"
"208","국이네낙지볶음","수영구","35.168022","129.11382","국이네낙지볶음","국이네낙지볶음","-","수영구 연수로 410","-","-","10:30-22:30","낙곱새(낙지/곱창/새우볶음), 각종 사리","https://www.visitbusan.net/uploadImgs/files/cntnts/20191219143907973_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20191219143907973_thumbL","푸짐한 재료와 자극적이지 않은 맛으로 인기 있는 낙지볶음전문점으로부산의 쟁쟁한 낙지볶음전문점들 사이에서 신흥강자로 떠오른 곳이다.반찬들은 모두 셀프리필이 가능하고, 직원들이 항","POINT (129.11382 35.168022)"
"212","베지나랑","수영구","35.156757","129.13426","베지나랑","베지나랑","-","수영구 광안해변로370번길 9-32 노블스카이 9층","-","-","11:30-15:00 / 17:00-21:00","흑미콩까스, 아보카도 롤","https://www.visitbusan.net/uploadImgs/files/cntnts/20230608142501309_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230608142501309_thumbL","매일 준비하는 깨끗한 채수로 맛을 내고 간단한 샐러드부터 일품요리, 코스요리까지 다양하게 준비하는 비건 식당이다.비건 식당 특성 상 외국인 손님들이 많이 찾는다고 한다.","POINT (129.13426 35.156757)"
"214","신라횟집","수영구","35.155254","129.12456","신라횟집","신라횟집","-","수영구 민락수변로7번길 16","-","-","11:00-20:00","모둠회(M), 코스(L)","https://www.visitbusan.net/uploadImgs/files/cntnts/20230523145317638_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230523145317638_thumbL","다양한 종류의 물회가 준비되어 있는 물회전문 횟집으로10가지 이상의 재료를 혼합·숙성시킨 소스와 황칠나무를 다린 물 등으로 만든 육수를 사용한다.차갑게 얼린 맥반석을 접시로 사용해 �","POINT (129.12456 35.155254)"
"215","이층집 564-9","남구","35.13028","129.10002","이층집 564-9","바삭한 돈가스와 특제 소스의 환상적 궁합","이층집 564-9","남구 유엔로217, 2층(대연동)","-","https://www.instagram.com/2nd_floor_5649","월~토11:00a.m. ~ 21:00p.m.15:00~17:00 (break time)20:00 (Last order) 수11:00a.m. ~ 15:00p.m.14:30 (Last order)","등심돈까스, 생선까스, 치즈함박스테이크","https://www.visitbusan.net/uploadImgs/files/cntnts/20191219153031872_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20191219153031872_thumbL","심플하고 모던한 인테리어가 인상적인 경양식전문식당으로, 등심 돈가스는 고소한 브로콜리 크림스프와 신선한 생 등심 돼지고기 커틀렛과 계절 샐러드가 함께 나온다. 바삭한 돈가스와 특제","POINT (129.10002 35.13028)"
"218","초원복국","남구","35.137794","129.10591","초원복국","초원복국","복국 안에 실하게 들어가 있는 복","남구 황령대로492번길 30","-","-","09:00-15:00 / 17:00-21:00","복국, 복수육","https://www.visitbusan.net/uploadImgs/files/cntnts/20230524162118804_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230524162118804_thumbL","무척 유명한 복어요리 전문점인 이곳은 50년 경력의 일식요리사인 아버지와부산 최초의 특수조리사 복어자격증 소지자인 아들이 2대째 경영하고 있는 곳으로,언제나 많은 손님들로 북적이는 �","POINT (129.10591 35.137794)"
"234","석화한정식","동구","35.13881","129.06189","석화한정식","석화한정식","-","조방로 21","-","-","오픈 11:30 / 마감 21:30","석화 한정식, 석화고향 한정식","https://www.visitbusan.net/uploadImgs/files/cntnts/20220513092736141_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20220513092736141_thumbL","차려지는 음식 하나하나가 먹기 아까울 정도로 섬세하게 담겨져 나온다. 격식있는 모임의 장소로도 유명한 고급한정식전문점으로, 버섯탕수와 전복초가 나오는 고향한정식과 관자숙 회와 갈�","POINT (129.06189 35.13881)"
"245","카페초량 1941","동구","35.11969","129.02942","초량 1941","초량 1941","-","동구 망양로 533-5","-","http://www.choryang.com","10:30-18:00","바닐라우유, 생강우유","https://www.visitbusan.net/uploadImgs/files/cntnts/20230601112526719_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230601112526719_thumbL","동구의 관광명소인 ‘이바구길’에 위치한 이 카페는 1941년 당시 부산에 살던 일본인에 의해 지어진 집을 개조한 곳으로, 주변 환경을 포함해 외관도 실내도 모두 1941년을 연상시 키는 레트로�","POINT (129.02942 35.11969)"
"246","60년 전통 할매국밥","동구","35.141018","129.05618","60년 전통 할매국밥","60년 전통 할매국밥","-","동구 중앙대로533번길 4","-","-","10:00-19:00","따로 국밥, 수육백반","https://www.visitbusan.net/uploadImgs/files/cntnts/20230607170518427_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230607170518427_thumbL","60년 전통의 돼지국밥 전문점으로 식사 시간에는 30분 이상을 기다려야 하는 유명한 식당이다. 대부분의 돼지국밥들과는 다른 맑은 국물이 특징이며, 대충 썬 것 같은 돼지 수육은 예상외로 부�","POINT (129.05618 35.141018)"
"252","함경면옥","동래구","35.20263","129.08307","함경면옥","함경면옥","-","충렬대로 213","-","-","오픈 11:00 / 마감 22:00","냉면, 왕갈비탕, 왕만두 소","https://www.visitbusan.net/uploadImgs/files/cntnts/20220512102852754_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20220512102852754_thumbL","30년 장인의 솜씨로 만든 냉면의 맛은 비교할만한 대상이 드물다. 부산에서 가장 유명한 냉면전문점 중 한 곳으로, 계절을 가리지 않고 항상 많은 사람들이 찾아오는 것이 이곳의 변하지 않는 �","POINT (129.08307 35.20263)"
